cell index;exp;Px;Sx;Py;Sy
0;sin40;186.1181649349733;1.0576040867199736;45.912731772255135;0.3576145594627301
1;sin40;308.1856164087788;0.6899851446379651;84.90855029524828;0.2748859486882947
2;sin40;93.54345294797577;1.1983259519387353;38.34979493014713;0.5059979745614644
3;sin40;64.60496444713615;0.7791527189150839;23.29675870382979;0.0310641277669124
4;sin40;308.1856164087788;0.6899851446379651;84.90855029524828;0.2748859486882947
5;sin40;95.07231344689266;0.8546128152542027;23.29675870382979;0.0310641277669124
6;sin40;93.54345294797577;1.1983259519387353;72.4063500662715;0.4866120780782259
7;sin40;47.43871138798803;0.7668441574408146;353.67262402120883;0.2174295134043009
8;sin40;257.0772687046573;0.4990763789903801;62.26615435964356;0.6726193356323452
9;sin40;159.71134516820484;0.6551165830401144;165.96904027458268;0.2960638697112265
10;sin40;248.9726418854833;0.6995860932995664;45.912731772255135;0.3576145594627301
11;sin40;118.92951668849754;0.8328200011658886;62.09620651897454;0.3769348803374688
12;sin40;181.3530442209943;0.4632682313095628;84.90855029524828;0.2748859486882947
13;sin40;493.0323496551197;0.5266625570612351;23.29675870382979;0.0310641277669124
14;sin40;243.7537951167848;0.6495658359548402;45.912731772255135;0.3576145594627301
15;sin40;28.304568196812152;0.6952973781780705;45.912731772255135;0.3576145594627301
16;sin40;262.9136800720882;1.0046078196821309;273.19133985922883;0.2930697216167713
17;sin40;95.07231344689266;0.8546128152542027;62.09620651897454;0.3769348803374688
18;sin40;28.304568196812152;0.6952973781780705;21.413626697961703;0.3401261602368349
19;sin40;106.69577612748748;1.2400850768579676;149.60510650926753;0.2357997533392122
20;sin40;248.9726418854833;0.6995860932995664;273.19133985922883;0.2930697216167713
21;sin40;95.07231344689266;0.8546128152542027;23.29675870382979;0.0310641277669124
22;sin40;146.06373164688125;0.3502322519162701;300.36950379278846;0.514707475383362
23;sin40;79.14711419260315;0.5555598607450265;45.912731772255135;0.3576145594627301
24;sin40;203.0136839236376;0.4190956251122081;95.94122249977912;0.260204204484096
25;sin40;243.7537951167848;0.6495658359548402;24.566654672282105;0.0561504240052402
26;sin40;308.1856164087788;0.6899851446379651;24.566654672282105;0.0561504240052402
27;sin40;95.07231344689266;0.8546128152542027;23.29675870382979;0.0310641277669124
28;sin40;146.06373164688125;0.3502322519162701;58.13504219254342;0.4271515696739829
29;sin40;257.0772687046573;0.4990763789903801;71.49241180802767;0.4868378523959143
30;sin40;47.43871138798803;0.7668441574408146;72.4063500662715;0.4866120780782259
31;sin40;64.60496444713615;0.7791527189150839;149.60510650926753;0.2357997533392122
32;sin40;118.92951668849754;0.8328200011658886;133.5827913751756;0.2206282899504678
33;sin40;79.14711419260315;0.5555598607450265;38.34979493014713;0.5059979745614644
34;sin40;181.3530442209943;0.4632682313095628;23.29675870382979;0.0310641277669124
35;sin40;243.7537951167848;0.6495658359548402;23.29675870382979;0.0310641277669124
36;sin40;146.06373164688125;0.3502322519162701;71.49241180802767;0.4868378523959143
37;sin40;95.07231344689266;0.8546128152542027;273.19133985922883;0.2930697216167713
38;sin40;493.0323496551197;0.5266625570612351;65.37376573514985;0.3659575247115085
39;sin40;147.8373875527002;1.1819438508192666;65.37376573514985;0.3659575247115085
