;Exp;Px;Sx;Py;Sy
0;sin20;122.43230530977208;0.8478418741796665;25.971042021485868;0.33857873929521753
1;sin20;357.9334231373657;0.985614124162284;112.4279689910751;0.16436186452541776
2;sin20;122.43230530977208;0.8478418741796665;17.51354675188346;0.3796974828930499
3;sin20;85.01067775002839;0.501560007003973;35.10809187510207;0.18650426205695697
4;sin20;357.9334231373657;0.985614124162284;17.51354675188346;0.3796974828930499
5;sin20;357.9334231373657;0.985614124162284;65.60929050607827;0.21557885990534467
6;sin20;122.43230530977208;0.8478418741796665;17.51354675188346;0.3796974828930499
7;sin20;164.56494815166047;0.7982092196271142;17.51354675188346;0.3796974828930499
8;sin20;231.92259057013422;0.8236448314455838;35.10809187510207;0.18650426205695697
9;sin20;87.61731902727666;0.7788405450924334;17.51354675188346;0.3796974828930499
10;sin20;122.43230530977208;0.8478418741796665;25.971042021485868;0.33857873929521753
11;sin20;155.1856218547691;0.5537088731931412;17.037821887094807;0.3680884983127345
12;sin20;231.92259057013422;0.8236448314455838;112.4279689910751;0.16436186452541776
13;sin20;147.7451262122968;0.8747277201842539;65.60929050607827;0.21557885990534467
14;sin20;164.56494815166047;0.7982092196271142;17.51354675188346;0.3796974828930499
15;sin20;155.1856218547691;0.5537088731931412;25.971042021485868;0.33857873929521753
16;sin20;251.3334509289961;0.6806390579992356;10.595454119853656;0.33272835024149006
17;sin20;357.9334231373657;0.985614124162284;34.29111912354967;0.20511047649684916
18;sin20;155.1856218547691;0.5537088731931412;5.216329009628214;0.07603848440292878
19;sin20;387.3931670716123;0.8103324238856203;0.15236705070515022;0.9639762659125164
20;sin20;85.01067775002839;0.501560007003973;10.595454119853656;0.33272835024149006
21;sin20;357.9334231373657;0.985614124162284;35.10809187510207;0.18650426205695697
22;sin20;164.56494815166047;0.7982092196271142;17.037821887094807;0.3680884983127345
23;sin20;231.92259057013422;0.8236448314455838;112.4279689910751;0.16436186452541776
24;sin20;402.9222515492451;0.7398394629485407;132.67066546271022;0.11234541513244539
25;sin20;64.65483987923132;0.7692365000352223;17.037821887094807;0.3680884983127345
