cell index;exp;Px;Sx;Py;Sy
0;sin160;331.4948010634203;0.4390305042712391;231.2569751931216;0.5526101063814414
1;sin160;63.27556442736221;0.5860389718802445;80.30917745414195;0.5336462939028391
2;sin160;69.59369563240264;0.5623542832815703;110.04274611118464;0.1557682985425752
3;sin160;158.18408475519394;0.5421364561674211;468.2067649477089;0.4777564046715315
4;sin160;331.4948010634203;0.4390305042712391;507.6310511170765;0.7168278670554488
5;sin160;158.18408475519394;0.5421364561674211;601.4030385293029;0.33500645754411
6;sin160;453.6713165549422;0.3792662620857673;112.97353642999458;0.5191445660086778
7;sin160;96.01614950354713;0.3526130254719891;105.6714123171024;0.2924212716714716
8;sin160;63.27556442736221;0.5860389718802445;80.30917745414195;0.5336462939028391
9;sin160;69.59369563240264;0.5623542832815703;105.6714123171024;0.2924212716714716
10;sin160;70.20495038367044;0.7931630474291999;390.5867956290061;0.4027613122122198
11;sin160;103.15374600646211;0.479251229935576;507.6310511170765;0.7168278670554488
12;sin160;165.85037843528545;0.5091958690876103;24.41296086976571;0.479596055672255
13;sin160;349.99681034646864;0.4023479149875491;112.97353642999458;0.5191445660086778
14;sin160;69.59369563240264;0.5623542832815703;105.6714123171024;0.2924212716714716
15;sin160;453.6713165549422;0.3792662620857673;110.04274611118464;0.1557682985425752
16;sin160;96.01614950354713;0.3526130254719891;112.97353642999458;0.5191445660086778
17;sin160;165.85037843528545;0.5091958690876103;52.30306530780777;0.471546241441493
18;sin160;70.20495038367044;0.7931630474291999;64.91083517694996;0.4405517873034531
19;sin160;456.04715634365294;0.3300440029330178;22.52545481811721;0.9464478852371264
20;sin160;112.3560345292682;0.3417768293192514;45.61241301630879;0.4203697851659619
21;sin160;112.3560345292682;0.3417768293192514;110.04274611118464;0.1557682985425752
22;sin160;69.59369563240264;0.5623542832815703;507.6310511170765;0.7168278670554488
23;sin160;103.15374600646211;0.479251229935576;24.41296086976571;0.479596055672255
24;sin160;209.52890480770952;0.6300843819917475;22.52545481811721;0.9464478852371264
25;sin160;158.18408475519394;0.5421364561674211;64.91083517694996;0.4405517873034531
26;sin160;240.6292400982689;0.8170758924635916;253.95154081173408;0.4997536470784019
27;sin160;93.34960570937092;0.7049440461460709;112.97353642999458;0.5191445660086778
28;sin160;605.4919181800161;0.713252795341037;79.91081206688276;0.2597633743625009
29;sin160;93.34960570937092;0.7049440461460709;52.30306530780777;0.471546241441493
30;sin160;96.01614950354713;0.3526130254719891;52.30306530780777;0.471546241441493
31;sin160;70.20495038367044;0.7931630474291999;80.30917745414195;0.5336462939028391
32;sin160;240.6292400982689;0.8170758924635916;507.6310511170765;0.7168278670554488
33;sin160;209.52890480770952;0.6300843819917475;265.89206773714284;0.3690768636889662
34;sin160;103.15374600646211;0.479251229935576;253.95154081173408;0.4997536470784019
35;sin160;23.52746768278319;0.7465672664929817;601.4030385293029;0.33500645754411
36;sin160;69.59369563240264;0.5623542832815703;45.61241301630879;0.4203697851659619
37;sin160;70.20495038367044;0.7931630474291999;79.91081206688276;0.2597633743625009
